"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59470","Create & Edit Lead - CRM1","chromium","2026-07-07","passed","2026-07-07","","tests\POM\frameworkCRM.spec.ts","",""
